host_id,neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
-0.7747867960661498,2,64,0,0.19014340447952138,-0.3054465272538988,-0.1105168777282065,-0.09235685554070355
0.08190081667286499,1,28,1,-0.39153883572854287,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.8707749389308576,1,13,0,1.935190125103714,0.384224820464657,-0.1105168777282065,-0.6473302595592128
-0.8772298156132198,2,199,0,1.935190125103714,-0.4308413177481817,-0.1105168777282065,0.004160258201645883
1.0436306160502853,2,94,1,0.19014340447952138,2.6413310493617486,-0.025590751772756964,-0.5427700530050009
1.9400938423770002,1,31,0,0.19014340447952138,-0.6816308987367474,-0.1105168777282065,-0.7358042804896997
0.41557302656084294,3,76,0,0.19014340447952138,0.008040448981808378,-0.06805381475048174,0.6958662400218169
0.1931507371135884,3,149,0,-0.9732210759366071,0.1961326347232327,-0.1105168777282065,1.8862439761774599
1.8043986266207164,2,94,0,-0.39153883572854287,0.3215274252175156,-0.1105168777282065,1.3071412937233633
1.8224811345045802,2,72,0,-0.39153883572854287,-0.24274913200675738,13.732441653010069,1.4599600571487499
1.452001216725195,3,164,0,-0.39153883572854287,2.2024492826317585,-0.025590751772756964,0.028289536637233242
-0.24774500892010584,2,34,1,-0.39153883572854287,-0.7443282939838889,-0.06805381475048174,-0.7358042804896997
-0.827678449833526,2,72,0,2.5168723653117784,-0.6816308987367474,-0.1105168777282065,-0.7358042804896997
-0.759452784868572,1,211,1,0.19014340447952138,0.07073784422894983,-0.1105168777282065,-0.44625293926265147
0.40267346567032664,3,103,1,-0.39153883572854287,0.13343523947609126,-0.1105168777282065,-0.7277611876778373
-0.2395683180621528,2,198,0,-0.39153883572854287,-0.18005173675961594,-0.1105168777282065,-0.7358042804896997
-0.823858524689991,1,90,0,2.5168723653117784,-0.6189335034896061,-0.1105168777282065,-0.5749424242524507
-0.38343516536853983,3,122,1,-0.9732210759366071,-0.6189335034896061,-0.06805381475048174,0.6234784047150548
-0.8710308217344379,1,28,1,0.7718256446875856,-0.4308413177481817,0.0168723112049678,0.0524188150728206
1.1094308291364945,2,61,0,1.935190125103714,1.1992909586774956,-0.06805381475048174,1.4840893355843372
-0.7544874127322645,2,206,0,0.19014340447952138,2.8921206303503144,-0.1105168777282065,-0.26126180458981507
-0.819722829802027,1,90,0,-0.39153883572854287,-0.7443282939838889,-0.1105168777282065,0.4626165484778057
-0.8599569816315787,1,157,1,-0.39153883572854287,3.080212816091739,-0.1105168777282065,-0.011925927422079022
-0.1507992412503884,1,211,1,0.19014340447952138,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.5360238531859979,3,78,1,-0.9732210759366071,0.13343523947609126,-0.1105168777282065,-0.7358042804896997
-0.8422051259816582,2,94,0,-0.39153883572854287,0.008040448981808378,-0.06805381475048174,-0.7197180948659748
-0.7885308797652694,2,126,0,1.3535078848956499,0.6977117967003642,-0.1105168777282065,0.7039093328336793
-0.8498882696646098,1,211,0,0.19014340447952138,-0.6189335034896061,-0.1105168777282065,-0.7358042804896997
0.026422884123930814,1,13,1,-0.9732210759366071,-0.24274913200675738,-0.06805381475048174,-0.44625293926265147
-0.5586888014577792,2,203,1,1.3535078848956499,-0.7443282939838889,-0.025590751772756964,2.1918815030282333
-0.8761283021234048,1,79,0,1.3535078848956499,-0.11735434151247451,-0.06805381475048174,-0.5668993314405882
-0.6037322500848886,3,163,1,-0.39153883572854287,-0.7443282939838889,0.059335374182692566,2.183838410216371
2.4397735755285033,3,164,1,0.19014340447952138,-0.7443282939838889,-0.1105168777282065,2.1999245958400957
-0.8759789971479572,2,34,0,-0.9732210759366071,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
1.4406396608014822,3,186,1,-0.39153883572854287,-0.5562361082424646,0.10179843716041734,2.0551489252265713
0.7357621194806342,2,118,1,-0.9732210759366071,-0.05465694626533306,-0.1105168777282065,-0.7358042804896997
-0.8314685238297727,2,34,1,1.3535078848956499,0.384224820464657,-0.1105168777282065,-0.011925927422079022
1.8968353692602182,1,13,0,-0.39153883572854287,-0.4308413177481817,-0.1105168777282065,-0.3738651039558894
-0.2847827737565321,4,191,0,0.7718256446875856,2.6413310493617486,-0.1105168777282065,-0.7358042804896997
-0.603493305499316,2,175,0,-0.39153883572854287,-0.6816308987367474,-0.1105168777282065,-0.7358042804896997
-0.3731542825254218,1,90,0,1.3535078848956499,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.3107208110827807,2,198,2,-0.39153883572854287,-0.6816308987367474,-0.1105168777282065,-0.7358042804896997
1.885968677654913,1,28,0,-0.39153883572854287,0.5096196109589399,-0.1105168777282065,1.548434078079237
0.2314796717805602,2,72,0,0.19014340447952138,-0.4308413177481817,-0.1105168777282065,-0.7358042804896997
0.5929425119698791,1,51,1,2.5168723653117784,-0.05465694626533306,-0.1105168777282065,-0.7358042804896997
0.1283393417425862,1,13,1,-0.9732210759366071,-0.7443282939838889,-0.1105168777282065,2.1999245958400957
-0.8341405523399947,1,90,0,-0.9732210759366071,1.700870120654627,-0.06805381475048174,-0.5025545889456886
-0.6667544600105644,1,211,0,-0.39153883572854287,-0.05465694626533306,-0.1105168777282065,-0.7358042804896997
2.3685755118079737,2,94,2,-0.9732210759366071,-0.6189335034896061,0.1442615001381421,2.1757953174045084
1.9445146187990054,1,51,1,-0.9732210759366071,-0.6816308987367474,-0.1105168777282065,-0.019969020233941474
-0.25978591540734375,1,211,0,-0.9732210759366071,-0.5562361082424646,-0.1105168777282065,-0.7358042804896997
1.9671734491243118,1,13,1,-0.9732210759366071,-0.7443282939838889,-0.06805381475048174,-0.7358042804896997
-0.4833896455606373,2,61,0,-0.39153883572854287,1.38738314441892,-0.1105168777282065,-0.7358042804896997
0.5337786213025394,1,13,1,-0.9732210759366071,-0.6816308987367474,-0.1105168777282065,-0.6955888164303875
-0.8549809123212532,2,64,1,-0.39153883572854287,1.1992909586774956,-0.1105168777282065,-0.510597681757551
2.1062865904707304,1,73,1,0.19014340447952138,-0.7443282939838889,-0.1105168777282065,-0.6473302595592128
-0.8560524392565139,1,211,1,-0.39153883572854287,0.384224820464657,-0.1105168777282065,-0.7358042804896997
1.0745370167824462,1,150,0,0.19014340447952138,1.8889623063960514,-0.1105168777282065,-0.36582201114402696
2.3875803893686682,2,93,1,-0.9732210759366071,-0.3054465272538988,-0.06805381475048174,1.4117015002775752
-0.5677453441110233,1,150,1,1.3535078848956499,1.261988353924637,-0.06805381475048174,1.7736406768113855
-0.6886292945751916,1,211,1,-0.9732210759366071,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.8698448018008561,1,211,0,1.935190125103714,-0.5562361082424646,-0.1105168777282065,-0.7277611876778373
-0.8202066153441213,2,111,0,1.3535078848956499,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.3065685718888557,1,150,0,-0.9732210759366071,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.8069023959938898,2,94,1,0.19014340447952138,-0.3054465272538988,-0.1105168777282065,-0.7116750020541124
-0.8745898047665429,1,90,1,0.19014340447952138,-0.3681439225010403,1.0359858226703622,-0.2532187117779526
-0.31745599311561823,1,13,0,-0.39153883572854287,3.268305001833163,-0.1105168777282065,1.3232274793470882
-0.23788726147364309,1,13,1,-0.39153883572854287,-0.49353871299532315,0.1442615001381421,2.0551489252265713
-0.5909594427051468,2,198,1,0.7718256446875856,-0.49353871299532315,-0.1105168777282065,0.41435799160663095
-0.8464060256231011,2,199,0,0.19014340447952138,0.8231065871946471,-0.1105168777282065,2.0551489252265713
-0.3416953462892677,2,203,1,-0.39153883572854287,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
-0.8721855379700593,1,31,0,-0.39153883572854287,-0.05465694626533306,-0.1105168777282065,-0.526683867381276
-0.5129899570434842,2,93,1,-0.9732210759366071,-0.3681439225010403,-0.1105168777282065,-0.7358042804896997
2.3577342152199283,2,94,0,2.5168723653117784,-0.7443282939838889,-0.1105168777282065,-0.1164861339762909
1.8224811345045802,2,136,0,-0.39153883572854287,-0.49353871299532315,13.732441653010069,0.06046190788468305
1.3288410701187237,0,146,1,-0.9732210759366071,-0.18005173675961594,-0.06805381475048174,1.7575544911876606
-0.8661499068028913,2,118,0,0.7718256446875856,-0.6189335034896061,-0.06805381475048174,-0.7358042804896997
1.880170046132587,0,133,1,-0.9732210759366071,2.2651466778789002,-0.06805381475048174,1.6449511918215862
2.220593096057258,1,51,1,-0.39153883572854287,-0.5562361082424646,-0.025590751772756964,0.27762541380496925
-0.7744153246963683,2,35,0,0.7718256446875856,0.07073784422894983,-0.1105168777282065,-0.7358042804896997
2.468802505277873,1,173,1,-0.39153883572854287,-0.7443282939838889,-0.1105168777282065,-0.26126180458981507
-0.619136636131558,1,90,0,-0.9732210759366071,-0.5562361082424646,-0.1105168777282065,-0.7358042804896997
-0.858634138810529,1,211,0,-0.9732210759366071,-0.05465694626533306,-0.1105168777282065,-0.4221236608270641
0.2820921750652832,0,193,0,-0.9732210759366071,1.951659701643193,-0.1105168777282065,0.7039093328336793
-0.3007175131350655,2,64,0,-0.9732210759366071,-0.7443282939838889,-0.1105168777282065,-0.7358042804896997
